Attachments,AvailabilityZone,CreateTime,Encrypted,Size,SnapshotId,State,VolumeId,Iops,Tags,VolumeType,MultiAttachEnabled,Throughput,c7n:MatchedFilters
[],us-east-1a,2024-08-13T12:19:04.956000+00:00,False,8,,available,vol-0260da15053b4f19d,3000,"[{'Key': 'Review', 'Value': '""true""'}]",gp3,False,125,"['State', 'CreateTime']"
