Attachments,AvailabilityZone,CreateTime,Encrypted,Size,SnapshotId,State,VolumeId,Iops,VolumeType,MultiAttachEnabled,Throughput,c7n:MatchedFilters
"[{'AttachTime': '2024-08-06T07:20:42+00:00', 'Device': '/dev/xvda', 'InstanceId': 'i-08eb1b127fd931a76', 'State': 'attached', 'VolumeId': 'vol-0ad58955108fdb7fb', 'DeleteOnTermination': True}]",us-east-1b,2024-08-06T07:20:42.153000+00:00,False,8,snap-046c3015dc5bd6fe7,in-use,vol-0ad58955108fdb7fb,3000,gp3,False,125,['State']
